
*** ChampSim Multicore Out-of-Order Simulator ***

Warmup Instructions: 1000000
Prefetch Warmup Instructions: 10000000
Simulation Instructions: 1000000
Number of CPUs: 1
LLC sets: 2048
LLC ways: 16
Off-chip DRAM Size: 4096 MB Channels: 1 Width: 64-bit Data Rate: 3200 MT/s

CPU 0 runs /Users/DHRUVA/Desktop/ML-DPC/ChampSimTraces/spec06/482.sphinx3-s2.trace.gz
Read seed: 1041
CPU 0 LLC from_file prefetcher
Prefetch 8deda869bc41 for instr_id 1195810
Prefetch 8deda8679f41 for instr_id 1195814
Prefetch 8deda86ab541 for instr_id 1195820
Prefetch 8deda86ab581 for instr_id 1195880
Prefetch 8deda86aa541 for instr_id 1195821
Prefetch 8deda86aa581 for instr_id 1195881
Prefetch 8deda86ab5c1 for instr_id 1196072
Prefetch 8deda86aa5c1 for instr_id 1196073
Prefetch 8deda86ab601 for instr_id 1196264
Prefetch 8deda8698681 for instr_id 1196288
Prefetch 8deda86aa601 for instr_id 1196265
Prefetch 8deda869bc81 for instr_id 1196311
Prefetch 8deda869cc81 for instr_id 1196313
Prefetch 8deda86aa7c1 for instr_id 1196322
Prefetch 8deda867cf41 for instr_id 1196294
Prefetch 8deda86ab7c1 for instr_id 1196321
Prefetch 8deda86ab801 for instr_id 1196429
Prefetch 8deda86aa801 for instr_id 1196430
Prefetch 8deda86ab841 for instr_id 1196621
Prefetch 8deda86aa841 for instr_id 1196622
Prefetch 8ad3301ceb81 for instr_id 1196809
Prefetch 8deda86ab901 for instr_id 1196828
Prefetch 8deda86aa901 for instr_id 1196829
Prefetch 8deda86ab941 for instr_id 1196960
Prefetch 8deda86aa941 for instr_id 1196961
Prefetch 8deda86ab981 for instr_id 1197152
Prefetch 8deda86aa981 for instr_id 1197153
Prefetch 98f569108481 for instr_id 1197317
Prefetch 8deda8644341 for instr_id 1197481
Prefetch 8deda86987c1 for instr_id 1197630
Prefetch 8deda86109c1 for instr_id 1197645
Prefetch 8deda8699f41 for instr_id 1197646
Prefetch 8deda86a3d81 for instr_id 1197663
Prefetch 8deda86a3dc1 for instr_id 1197694
Prefetch 8deda8698801 for instr_id 1197874
Prefetch 8deda869bf01 for instr_id 1197873
Prefetch 8deda869cf01 for instr_id 1197875
Prefetch 8deda86ac081 for instr_id 1197877
Prefetch 8deda86ad901 for instr_id 1197884
Prefetch 8deda86ad941 for instr_id 1197908
Prefetch 8deda86ae901 for instr_id 1197883
Prefetch 8deda86ae941 for instr_id 1197907
Prefetch 8deda86ae981 for instr_id 1198099
Prefetch 8deda86ad981 for instr_id 1198100
Prefetch 8deda86ae9c1 for instr_id 1198291
Prefetch 8deda86ad9c1 for instr_id 1198292
Prefetch 8deda86af081 for instr_id 1198357
Prefetch 8deda86aea01 for instr_id 1198516
Prefetch 8deda86ada01 for instr_id 1198517
Prefetch 8deda86aea41 for instr_id 1198708
Prefetch 8deda86ada41 for instr_id 1198709
Prefetch 8ad3301be981 for instr_id 1198873
Prefetch 8deda8698841 for instr_id 1199002
Prefetch 8deda8699fc1 for instr_id 1199018
Prefetch 8deda86a3e41 for instr_id 1199035
Prefetch 8deda86a3e81 for instr_id 1199066
Prefetch 8deda869bf41 for instr_id 1199242
Prefetch 8deda869cf41 for instr_id 1199244
Prefetch 8deda86ac0c1 for instr_id 1199246
Prefetch 8deda86adfc1 for instr_id 1199253
Prefetch 8deda86aefc1 for instr_id 1199252
Prefetch 8deda86b0001 for instr_id 1199312
Prefetch 8deda86b1001 for instr_id 1199313
Prefetch 8deda86b0041 for instr_id 1199504
Prefetch 8deda86b1041 for instr_id 1199505
Prefetch 8deda86b0081 for instr_id 1199696
Prefetch 8deda86b1081 for instr_id 1199697
Prefetch 8deda86af0c1 for instr_id 1199726
Prefetch 8deda86b2001 for instr_id 1199856
Prefetch 8deda86a3ec1 for instr_id 1199873
Prefetch 8deda86a3f01 for instr_id 1199939
Prefetch 8deda8698881 for instr_id 1200083
Prefetch 8deda869bf81 for instr_id 1200080
Prefetch 8deda869cf81 for instr_id 1200082
Prefetch 8deda86b04c1 for instr_id 1200090
Prefetch 8deda86b14c1 for instr_id 1200091
Prefetch 8deda86b0501 for instr_id 1200246
Prefetch 8deda86b1501 for instr_id 1200247
Prefetch 8deda86b0541 for instr_id 1200438
Prefetch 8deda86b1541 for instr_id 1200439
Prefetch d8de3cc55f01 for instr_id 1200626
Prefetch 8deda86b2041 for instr_id 1200694
Prefetch 8deda86a3f41 for instr_id 1200742
Prefetch 8deda869bfc1 for instr_id 1200918
Prefetch 8deda869cfc1 for instr_id 1200920
Prefetch 8deda86ac101 for instr_id 1200922
Prefetch 8deda86b1901 for instr_id 1200929
Prefetch 8deda86b0901 for instr_id 1200928
Prefetch 8deda86b0941 for instr_id 1201072
Prefetch 8deda86b1941 for instr_id 1201073
Prefetch 8deda86b0981 for instr_id 1201264
Prefetch 8deda86b1981 for instr_id 1201265
Prefetch 8deda86af101 for instr_id 1201402
Prefetch 8deda86b2081 for instr_id 1201532
Prefetch 8deda86a3f81 for instr_id 1201549
Prefetch 8deda86a3fc1 for instr_id 1201615
Prefetch 8deda86988c1 for instr_id 1201753
Prefetch 8deda86b3001 for instr_id 1201756
Prefetch 8deda86b4041 for instr_id 1201758
Prefetch 8deda86b1fc1 for instr_id 1201767
Prefetch 8deda86b0fc1 for instr_id 1201766
Prefetch 8deda86b5001 for instr_id 1201946
Prefetch 8deda86b6001 for instr_id 1201947
Prefetch 8deda86b5041 for instr_id 1202138
Prefetch 8deda86b6041 for instr_id 1202139
Prefetch 8deda8610a01 for instr_id 1202369
Prefetch 8deda86b20c1 for instr_id 1202370
Prefetch 8deda86b7001 for instr_id 1202418
Prefetch 8deda86b3041 for instr_id 1202594
Prefetch 8deda86b4081 for instr_id 1202596
Prefetch 8deda86ac141 for instr_id 1202598
Prefetch 8deda86b6401 for instr_id 1202605
Prefetch 8deda86b5401 for instr_id 1202604
Prefetch 8deda86b5441 for instr_id 1202772
Prefetch 8deda86b6441 for instr_id 1202773
Prefetch 8deda86b5481 for instr_id 1202964
Prefetch 8deda86b6481 for instr_id 1202965
Prefetch 8deda8698901 for instr_id 1203072
Prefetch 8deda86af141 for instr_id 1203078
Prefetch 8deda8644381 for instr_id 1203250
Prefetch 8deda8698a41 for instr_id 1203376
Prefetch 8deda8610a41 for instr_id 1203391
Prefetch 8deda86b2301 for instr_id 1203392
Prefetch 8deda86b7341 for instr_id 1203409
Prefetch 8deda86b7381 for instr_id 1203475
Prefetch 8deda86b32c1 for instr_id 1203616
Prefetch 8deda86b42c1 for instr_id 1203618
Prefetch 8deda86ac241 for instr_id 1203620
Prefetch 8deda86b82c1 for instr_id 1203627
Prefetch 8deda86b8301 for instr_id 1203663
Prefetch 8deda86b92c1 for instr_id 1203626
Prefetch 8deda86b9301 for instr_id 1203662
Prefetch 8deda86b9341 for instr_id 1203854
Prefetch 8deda86b8341 for instr_id 1203855
Prefetch 8deda86b9381 for instr_id 1204046
Prefetch 8deda86b8381 for instr_id 1204047
Prefetch 8deda86af281 for instr_id 1204100
Prefetch 8deda86b2341 for instr_id 1204230
Prefetch 8deda86b73c1 for instr_id 1204278
Prefetch 8deda8698a81 for instr_id 1204455
Prefetch 8deda86b4301 for instr_id 1204456
Prefetch 8deda86ac281 for instr_id 1204458
Prefetch 8deda86b8541 for instr_id 1204465
Prefetch 8deda86b9541 for instr_id 1204464
Prefetch 8deda86b9581 for instr_id 1204548
Prefetch 8deda86b8581 for instr_id 1204549
Prefetch 8deda86b95c1 for instr_id 1204740
Prefetch 8deda86b85c1 for instr_id 1204741
Prefetch 8deda86b2381 for instr_id 1205068
Prefetch 8deda86b7401 for instr_id 1205085
Prefetch 8deda86b7441 for instr_id 1205151
Prefetch 8deda86b3301 for instr_id 1205292
Prefetch 8deda86b4341 for instr_id 1205294
Prefetch 8deda86b8a41 for instr_id 1205303
Prefetch 8deda86b9a41 for instr_id 1205302
Prefetch 8deda86b9a81 for instr_id 1205482
Prefetch 8deda86b8a81 for instr_id 1205483
Prefetch 8deda86b9ac1 for instr_id 1205674
Prefetch 8deda86b8ac1 for instr_id 1205675
Prefetch 8deda8698c01 for instr_id 1206097
Prefetch 8deda8610a81 for instr_id 1206112
Prefetch 8deda86b2601 for instr_id 1206113
Prefetch 8deda86b77c1 for instr_id 1206130
Prefetch 8deda86b7801 for instr_id 1206196
Prefetch 8deda8698c41 for instr_id 1206340
Prefetch 8deda86b3581 for instr_id 1206337
Prefetch 8deda86b4581 for instr_id 1206339
Prefetch 8deda86ac3c1 for instr_id 1206341
Prefetch 8deda86ba9c1 for instr_id 1206347
Prefetch 8deda86bb9c1 for instr_id 1206348
Prefetch 8deda86baa01 for instr_id 1206503
Prefetch 8deda86bba01 for instr_id 1206504
Prefetch 8deda86baa41 for instr_id 1206695
Prefetch 8deda86bba41 for instr_id 1206696
Prefetch 8deda86af3c1 for instr_id 1206821
Prefetch 8deda86443c1 for instr_id 1206878
Prefetch 8deda86b2641 for instr_id 1206951
Prefetch 8deda86b7841 for instr_id 1206999
Prefetch 8deda86b35c1 for instr_id 1207178
Prefetch 8deda86b45c1 for instr_id 1207180
Prefetch 8deda86ac401 for instr_id 1207182
Prefetch 8deda86bbe81 for instr_id 1207189
Prefetch 8deda86bbec1 for instr_id 1207249
Prefetch 8deda86bae81 for instr_id 1207188
Prefetch 8deda86baec1 for instr_id 1207248
Prefetch 8deda86baf01 for instr_id 1207440
Prefetch 8deda86bbf01 for instr_id 1207441
Prefetch 8deda86baf41 for instr_id 1207632
Prefetch 8deda86bbf41 for instr_id 1207633
Prefetch 8deda86b3601 for instr_id 1207679
Prefetch 8deda86b4601 for instr_id 1207681
Prefetch 8deda86af401 for instr_id 1207662
Prefetch 8deda86bc101 for instr_id 1207690
Prefetch 8deda86bd101 for instr_id 1207689
Prefetch 8deda86bd141 for instr_id 1207797
Prefetch 8deda86bc141 for instr_id 1207798
Prefetch 8deda86bd181 for instr_id 1207989
Prefetch 8deda86bc181 for instr_id 1207990
Prefetch 8deda86b2681 for instr_id 1208293
Prefetch 8deda86b7881 for instr_id 1208310
Prefetch 8deda86b78c1 for instr_id 1208376
Prefetch 8deda8698c81 for instr_id 1208514
Prefetch 8deda86b4641 for instr_id 1208519
Prefetch 8deda86bc401 for instr_id 1208528
Prefetch 8deda86bc441 for instr_id 1208600
Prefetch 8deda86bd401 for instr_id 1208527
Prefetch 8deda86bd441 for instr_id 1208599
Prefetch 8deda86bd481 for instr_id 1208791
Prefetch 8deda86bc481 for instr_id 1208792
Prefetch 8deda86bd4c1 for instr_id 1208983
Prefetch 8deda86bc4c1 for instr_id 1208984
Prefetch 8deda8698cc1 for instr_id 1209138
Prefetch 8deda8610ac1 for instr_id 1209153
Prefetch 8deda86b2701 for instr_id 1209154
Prefetch 8deda86b7941 for instr_id 1209171
Prefetch 8deda86b7981 for instr_id 1209237
Prefetch 98f5690ed5c1 for instr_id 1209266
Prefetch 8deda86b3681 for instr_id 1209378
Prefetch 8deda86b4681 for instr_id 1209380
Prefetch 8deda86ac441 for instr_id 1209382
Prefetch 8deda86bcd41 for instr_id 1209389
Prefetch 8deda86bdd41 for instr_id 1209388
Prefetch 8deda86bdd81 for instr_id 1209544
Prefetch 8deda86bcd81 for instr_id 1209545
Prefetch 8deda86bddc1 for instr_id 1209736
Prefetch 8deda86bcdc1 for instr_id 1209737
Prefetch 8deda86af441 for instr_id 1209862
Prefetch 8deda86b2741 for instr_id 1209992
Prefetch 8deda86b79c1 for instr_id 1210040
Prefetch 8deda8698d01 for instr_id 1210217
Prefetch 8deda86b3701 for instr_id 1210216
Prefetch 8deda86b4701 for instr_id 1210218
Prefetch 8deda86ac481 for instr_id 1210220
Prefetch 8deda86be5c1 for instr_id 1210227
Prefetch 8deda86bf5c1 for instr_id 1210226
Prefetch 8deda86bf601 for instr_id 1210358
Prefetch 8deda86be601 for instr_id 1210359
Prefetch 8deda86bf641 for instr_id 1210550
Prefetch 8deda86be641 for instr_id 1210551
Prefetch 8deda86af481 for instr_id 1210700
Prefetch 8deda8698d41 for instr_id 1210837
Prefetch 8deda86b27c1 for instr_id 1210853
Prefetch 8deda86b7a41 for instr_id 1210870
Prefetch 8deda86b7a81 for instr_id 1210901
Prefetch 8deda86b3781 for instr_id 1211077
Prefetch 8deda86b4781 for instr_id 1211079
Prefetch 8deda86ac4c1 for instr_id 1211081
Prefetch 8deda86bef81 for instr_id 1211088
Prefetch 8deda86bff81 for instr_id 1211087
Prefetch 8deda86bffc1 for instr_id 1211219
Prefetch 8deda86befc1 for instr_id 1211220
Prefetch 8deda86c0001 for instr_id 1211411
Prefetch 8deda86c1001 for instr_id 1211412
Prefetch 8deda86af4c1 for instr_id 1211561
Prefetch d8de3cc55f81 for instr_id 1211647
Prefetch 8deda8698dc1 for instr_id 1211744
Prefetch 8deda8610b01 for instr_id 1211759
Prefetch 8deda86b28c1 for instr_id 1211760
Prefetch 8deda86b7bc1 for instr_id 1211777
Prefetch 8deda86b7c01 for instr_id 1211808
Prefetch 8deda86b3881 for instr_id 1211984
Prefetch 8deda86b4881 for instr_id 1211986
Prefetch 8deda86ac541 for instr_id 1211988
Prefetch 8deda86c2301 for instr_id 1211995
Prefetch 8deda86c3301 for instr_id 1211994
Prefetch 8deda86c3341 for instr_id 1212126
Prefetch 8deda86c2341 for instr_id 1212127
Prefetch 8deda86c3381 for instr_id 1212318
Prefetch 8deda86c2381 for instr_id 1212319
Prefetch 8deda8698e01 for instr_id 1212462
Prefetch 8deda86af541 for instr_id 1212468
Prefetch 8deda8698e81 for instr_id 1212674
Prefetch 8deda86b2a01 for instr_id 1212690
Prefetch 8deda86b7dc1 for instr_id 1212707
Prefetch 8deda86b7e01 for instr_id 1212773
Prefetch 8deda8698ec1 for instr_id 1212917
Prefetch 8deda86b3981 for instr_id 1212914
Prefetch 8deda86b4981 for instr_id 1212916
Prefetch 8deda86ac5c1 for instr_id 1212918
Prefetch 8deda86c47c1 for instr_id 1212925
Prefetch 8deda86c57c1 for instr_id 1212924
Prefetch 8deda86c5801 for instr_id 1213080
Prefetch 8deda86c4801 for instr_id 1213081
Prefetch 8deda86c5841 for instr_id 1213272
Prefetch 8deda86c4841 for instr_id 1213273
Prefetch 8deda86af5c1 for instr_id 1213398
Prefetch 8deda8644401 for instr_id 1213455
Prefetch 8deda86b2a41 for instr_id 1213528
Prefetch 8deda86b7e41 for instr_id 1213576
Prefetch 8deda86b3a01 for instr_id 1213752
Prefetch 8deda86b4a01 for instr_id 1213754
Prefetch 8deda86ac601 for instr_id 1213756
Prefetch 8deda86c4f81 for instr_id 1213763
Prefetch 8deda86c4fc1 for instr_id 1213787
Prefetch 8deda86c5f81 for instr_id 1213762
Prefetch 8deda86c5fc1 for instr_id 1213786
Prefetch aff50077f001 for instr_id 1213978
Prefetch aff500780001 for instr_id 1213979
Prefetch aff50077f041 for instr_id 1214170
Prefetch aff500780041 for instr_id 1214171
Prefetch 8deda86af601 for instr_id 1214236
Prefetch 8deda86b2a81 for instr_id 1214366
Prefetch 8deda86b7e81 for instr_id 1214383
Prefetch 8deda86b7ec1 for instr_id 1214449
Prefetch 8deda8698f01 for instr_id 1214587
Prefetch 8deda86b4a41 for instr_id 1214592
Prefetch aff500780201 for instr_id 1214601
Prefetch aff500780241 for instr_id 1214673
Prefetch aff50077f201 for instr_id 1214600
Prefetch aff50077f241 for instr_id 1214672
Prefetch aff50077f281 for instr_id 1214864
Prefetch aff500780281 for instr_id 1214865
Prefetch aff50077f2c1 for instr_id 1215056
Prefetch aff5007802c1 for instr_id 1215057
Prefetch 8deda8610b41 for instr_id 1215203
Prefetch 8deda86b2ac1 for instr_id 1215204
Prefetch 8deda86b7f01 for instr_id 1215252
Prefetch 8deda86b3a81 for instr_id 1215428
Prefetch 8deda86b4a81 for instr_id 1215430
Prefetch 8deda86ac641 for instr_id 1215432
Prefetch aff500780941 for instr_id 1215439
Prefetch aff50077f941 for instr_id 1215438
Prefetch aff50077f981 for instr_id 1215462
Prefetch aff500780981 for instr_id 1215463
Prefetch aff50077f9c1 for instr_id 1215654
Prefetch aff5007809c1 for instr_id 1215655
Prefetch 8deda8698f41 for instr_id 1215906
Prefetch aff50077fa01 for instr_id 1215846
Prefetch aff500780a01 for instr_id 1215847
Prefetch 8deda86af641 for instr_id 1215912
Prefetch 8deda86b2c81 for instr_id 1216180
Prefetch aff500781001 for instr_id 1216164
Prefetch aff500782181 for instr_id 1216197
Prefetch aff5007821c1 for instr_id 1216263
Prefetch aff500781041 for instr_id 1216401
Prefetch 8deda86b3c41 for instr_id 1216404
Prefetch 8deda86b4c41 for instr_id 1216406
Prefetch 8deda86ac701 for instr_id 1216408
Prefetch aff500783c01 for instr_id 1216415
Prefetch aff500783c41 for instr_id 1216451
Prefetch c6bbff359801 for instr_id 1216414
Prefetch c6bbff359881 for instr_id 1216450
Prefetch c6bbff359901 for instr_id 1216642
Prefetch aff500783c81 for instr_id 1216643
Prefetch c6bbff359981 for instr_id 1216834
Prefetch aff500783cc1 for instr_id 1216835
Prefetch 8deda86af741 for instr_id 1216888
Prefetch 8deda8610b81 for instr_id 1217017
Prefetch 8deda86b2cc1 for instr_id 1217018
Prefetch aff500782201 for instr_id 1217066
Prefetch 8deda86ac741 for instr_id 1217246
Prefetch c6bbff359a81 for instr_id 1217252
Prefetch c6bbff359b01 for instr_id 1217312
Prefetch aff500783d41 for instr_id 1217253
Prefetch aff500783d81 for instr_id 1217313
Prefetch c6bbff359b81 for instr_id 1217504
Prefetch aff500783dc1 for instr_id 1217505
Prefetch c6bbff359c01 for instr_id 1217696
Prefetch aff500783e01 for instr_id 1217697
Prefetch aff500781081 for instr_id 1217720
Prefetch aff5007810c1 for instr_id 1217886
Prefetch 8deda86b2d81 for instr_id 1217902
Prefetch aff500782301 for instr_id 1217919
Prefetch aff500782341 for instr_id 1217985
Prefetch 8deda86b3d41 for instr_id 1218126
Prefetch 8deda86b4d41 for instr_id 1218128
Prefetch 8deda86ac781 for instr_id 1218130
Prefetch c6bbff35be01 for instr_id 1218137
Prefetch c6bbff35de01 for instr_id 1218136
Prefetch c6bbff35de81 for instr_id 1218256
Prefetch c6bbff35be81 for instr_id 1218257
Prefetch c6bbff35df01 for instr_id 1218448
Prefetch c6bbff35bf01 for instr_id 1218449
Prefetch 8deda86af7c1 for instr_id 1218610
Prefetch aff500781101 for instr_id 1218724
Prefetch 8deda86b2dc1 for instr_id 1218740
Prefetch aff500782381 for instr_id 1218788
Prefetch 8deda86b4d81 for instr_id 1218966
Prefetch 8deda86ac7c1 for instr_id 1218968
Prefetch c6bbff35e301 for instr_id 1218975
Prefetch c6bbff360301 for instr_id 1218974
Prefetch c6bbff360381 for instr_id 1219142
Prefetch c6bbff35e381 for instr_id 1219143
Prefetch c6bbff360401 for instr_id 1219334
Prefetch c6bbff35e401 for instr_id 1219335
Prefetch 8deda86b2e01 for instr_id 1219578
Prefetch aff5007823c1 for instr_id 1219595
Prefetch aff500782401 for instr_id 1219661
Prefetch aff500781141 for instr_id 1219808
Prefetch 8deda86b3dc1 for instr_id 1219805
Prefetch 8deda86b4dc1 for instr_id 1219807
Prefetch c6bbff35f001 for instr_id 1219816
Prefetch c6bbff35f081 for instr_id 1219828
Prefetch c6bbff361001 for instr_id 1219815
Prefetch c6bbff361081 for instr_id 1219827
Prefetch c6bbff361101 for instr_id 1220019
Prefetch c6bbff35f101 for instr_id 1220020
Prefetch c6bbff361181 for instr_id 1220211
Prefetch c6bbff35f181 for instr_id 1220212
Prefetch c6bbff361281 for instr_id 1220316
Prefetch c6bbff35f281 for instr_id 1220317
Prefetch c6bbff361301 for instr_id 1220352
Prefetch c6bbff35f301 for instr_id 1220353
Prefetch 8deda86af801 for instr_id 1220289
Prefetch c6bbff361381 for instr_id 1220544
Prefetch c6bbff35f381 for instr_id 1220545
Prefetch c6bbff361401 for instr_id 1220736
Prefetch c6bbff35f401 for instr_id 1220737
Prefetch ea2062edac1 for instr_id 1220804
Prefetch 8deda8644441 for instr_id 1220853
Prefetch 8deda86b2e41 for instr_id 1220926
Prefetch aff500782441 for instr_id 1220974
Prefetch 8deda86b3e01 for instr_id 1221150
Prefetch 8deda86b4e01 for instr_id 1221152
Prefetch 8deda86ac801 for instr_id 1221154
Prefetch c6bbff35f901 for instr_id 1221161
Prefetch c6bbff361901 for instr_id 1221160
Prefetch c6bbff361981 for instr_id 1221352
Prefetch c6bbff35f981 for instr_id 1221353
Prefetch c6bbff361a01 for instr_id 1221544
Prefetch c6bbff35fa01 for instr_id 1221545
Prefetch 8deda86b2e81 for instr_id 1221764
Prefetch aff500782481 for instr_id 1221781
Prefetch aff5007824c1 for instr_id 1221847
Prefetch aff500781181 for instr_id 1221985
Prefetch 8deda86b3e41 for instr_id 1221988
Prefetch 8deda86b4e41 for instr_id 1221990
Prefetch c6bbff362601 for instr_id 1221999
Prefetch c6bbff362681 for instr_id 1222035
Prefetch c6bbff364601 for instr_id 1221998
Prefetch c6bbff364681 for instr_id 1222034
Prefetch c6bbff364701 for instr_id 1222226
Prefetch c6bbff362701 for instr_id 1222227
Prefetch c6bbff364781 for instr_id 1222418
Prefetch c6bbff362781 for instr_id 1222419
Prefetch 8deda86af841 for instr_id 1222472
Prefetch aff5007811c1 for instr_id 1222609
Prefetch 8deda8610bc1 for instr_id 1222624
Prefetch 8deda86b2f01 for instr_id 1222625
Prefetch aff500782541 for instr_id 1222642
Prefetch aff500782581 for instr_id 1222708
Prefetch 8deda86b3ec1 for instr_id 1222849
Prefetch 8deda86b4ec1 for instr_id 1222851
Prefetch 8deda86ac841 for instr_id 1222853
Prefetch c6bbff363981 for instr_id 1222860
Prefetch c6bbff363a01 for instr_id 1222896
Prefetch c6bbff365981 for instr_id 1222859
Prefetch c6bbff365a01 for instr_id 1222895
Prefetch c6bbff365a81 for instr_id 1223087
Prefetch c6bbff363a81 for instr_id 1223088
Prefetch c6bbff365b01 for instr_id 1223279
Prefetch c6bbff363b01 for instr_id 1223280
Prefetch 8deda86af881 for instr_id 1223333
Prefetch 8deda86b2f41 for instr_id 1223463
Prefetch aff5007825c1 for instr_id 1223511
Prefetch aff500781201 for instr_id 1223697
Prefetch 8deda86ac881 for instr_id 1223700
Prefetch c6bbff365b81 for instr_id 1223850
Prefetch c6bbff363b81 for instr_id 1223851
Prefetch c6bbff365c01 for instr_id 1224042
Prefetch c6bbff363c01 for instr_id 1224043
Prefetch 8deda86b3f01 for instr_id 1224197
Prefetch 8deda86b4f01 for instr_id 1224199
Prefetch c6bbff366001 for instr_id 1224208
Prefetch c6bbff368001 for instr_id 1224207
Prefetch c6bbff368081 for instr_id 1224399
Prefetch c6bbff366081 for instr_id 1224400
Prefetch c6bbff368101 for instr_id 1224591
Prefetch c6bbff366101 for instr_id 1224592
Prefetch c6bbff368201 for instr_id 1224708
Prefetch c6bbff368281 for instr_id 1224732
Prefetch c6bbff366201 for instr_id 1224709
Prefetch c6bbff366281 for instr_id 1224733
Prefetch c6bbff368301 for instr_id 1224924
Prefetch c6bbff366301 for instr_id 1224925
Prefetch c6bbff368381 for instr_id 1225116
Prefetch c6bbff366381 for instr_id 1225117
Prefetch c6bbff368401 for instr_id 1225340
Prefetch c6bbff366401 for instr_id 1225341
Prefetch c6bbff368481 for instr_id 1225532
Prefetch c6bbff366481 for instr_id 1225533
Prefetch 8deda86b2f81 for instr_id 1225811
Prefetch aff500782601 for instr_id 1225828
Prefetch aff500782641 for instr_id 1225894
Prefetch 8deda86b3f41 for instr_id 1226035
Prefetch 8deda86b4f41 for instr_id 1226037
Prefetch c6bbff366c01 for instr_id 1226046
Prefetch c6bbff368c01 for instr_id 1226045
Prefetch c6bbff368c81 for instr_id 1226165
Prefetch c6bbff366c81 for instr_id 1226166
Prefetch c6bbff368d01 for instr_id 1226357
Prefetch c6bbff366d01 for instr_id 1226358
Prefetch 8deda86af8c1 for instr_id 1226519
Prefetch aff500781241 for instr_id 1226633
Prefetch 8deda86b2fc1 for instr_id 1226649
Prefetch aff500782681 for instr_id 1226697
Prefetch 8deda86b4f81 for instr_id 1226875
Prefetch 8deda86ac8c1 for instr_id 1226877
Prefetch c6bbff367201 for instr_id 1226884
Prefetch c6bbff367281 for instr_id 1226968
Prefetch c6bbff369201 for instr_id 1226883
Prefetch c6bbff369281 for instr_id 1226967
Prefetch c6bbff369301 for instr_id 1227159
Prefetch c6bbff367301 for instr_id 1227160
Prefetch c6bbff36a001 for instr_id 1227487
Prefetch aff5007826c1 for instr_id 1227504
Prefetch aff500782701 for instr_id 1227570
Prefetch aff500781281 for instr_id 1227714
Prefetch 8deda86b3fc1 for instr_id 1227711
Prefetch 8deda86b4fc1 for instr_id 1227713
Prefetch c6bbff367d01 for instr_id 1227722
Prefetch c6bbff369d01 for instr_id 1227721
Prefetch c6bbff369d81 for instr_id 1227817
Prefetch c6bbff367d81 for instr_id 1227818
Prefetch c6bbff369e01 for instr_id 1228009
Prefetch c6bbff367e01 for instr_id 1228010
Prefetch 8deda86af901 for instr_id 1228195
Prefetch c6bbff36c001 for instr_id 1228257
Prefetch c6bbff36a081 for instr_id 1228325
Prefetch aff500782741 for instr_id 1228373
Prefetch 8deda86ac901 for instr_id 1228556
Prefetch c6bbff36e001 for instr_id 1228554
Prefetch c6bbff370581 for instr_id 1228563
Prefetch c6bbff370601 for instr_id 1228647
Prefetch c6bbff372581 for instr_id 1228562
Prefetch c6bbff372601 for instr_id 1228646
Prefetch c6bbff372681 for instr_id 1228838
Prefetch c6bbff370681 for instr_id 1228839
Prefetch c6bbff374001 for instr_id 1229053
Prefetch c6bbff372a81 for instr_id 1229063
Prefetch c6bbff370a81 for instr_id 1229064
Prefetch c6bbff372b01 for instr_id 1229195
Prefetch c6bbff370b01 for instr_id 1229196
Prefetch c6bbff372b81 for instr_id 1229387
Prefetch c6bbff370b81 for instr_id 1229388
Prefetch c6bbff36a101 for instr_id 1229674
Prefetch aff500782781 for instr_id 1229691
Prefetch aff5007827c1 for instr_id 1229757
Prefetch aff5007812c1 for instr_id 1229898
Prefetch c6bbff372c01 for instr_id 1229959
Prefetch c6bbff370c01 for instr_id 1229960
Prefetch c6bbff372c81 for instr_id 1230151
Prefetch c6bbff370c81 for instr_id 1230152
Prefetch c6bbff372d01 for instr_id 1230343
Prefetch c6bbff370d01 for instr_id 1230344
Prefetch c6bbff36e081 for instr_id 1230404
Prefetch c6bbff370f81 for instr_id 1230413
Prefetch c6bbff372f81 for instr_id 1230412
Prefetch c6bbff373001 for instr_id 1230592
Prefetch c6bbff371001 for instr_id 1230593
Prefetch c6bbff373081 for instr_id 1230784
Prefetch c6bbff371081 for instr_id 1230785
Prefetch aff500781301 for instr_id 1231022
Prefetch 8deda8610c01 for instr_id 1231037
Prefetch c6bbff36a201 for instr_id 1231038
Prefetch aff500782841 for instr_id 1231055
Prefetch aff500782881 for instr_id 1231121
Prefetch c6bbff374101 for instr_id 1231265
Prefetch c6bbff36e101 for instr_id 1231267
Prefetch 8deda86ac941 for instr_id 1231269
Prefetch c6bbff371f01 for instr_id 1231276
Prefetch c6bbff373f01 for instr_id 1231275
Prefetch c6bbff373f81 for instr_id 1231323
Prefetch c6bbff371f81 for instr_id 1231324
Prefetch c6bbff376001 for instr_id 1231515
Prefetch c6bbff378001 for instr_id 1231516
Prefetch c6bbff376081 for instr_id 1231707
Prefetch c6bbff378081 for instr_id 1231708
Prefetch c6bbff374181 for instr_id 1231766
Prefetch c6bbff36e181 for instr_id 1231768
Prefetch c6bbff378781 for instr_id 1231777
Prefetch c6bbff378801 for instr_id 1231813
Prefetch c6bbff376781 for instr_id 1231776
Prefetch c6bbff376801 for instr_id 1231812
Prefetch 8deda86af941 for instr_id 1231749
Prefetch c6bbff376881 for instr_id 1232004
